Match,EpisodeReward,ScoreFor,ScoreAgainst,StepsDone,Epsilon
180,-330.903860,0,0,69703,0.0500
181,-368.363782,0,0,70060,0.0500
182,-12.892409,2,1,70384,0.0500
183,1568.971387,4,0,70672,0.0500
184,2128.815024,5,0,71035,0.0500
185,736.934328,3,0,71337,0.0500
186,857.171053,3,1,71712,0.0500
187,-705.763741,0,0,72007,0.0500
188,-754.606112,1,1,72330,0.0500
189,992.042561,3,0,72621,0.0500
190,-235.399862,1,0,72944,0.0500
191,-818.629736,1,0,73229,0.0500
192,-8.588259,1,0,73528,0.0500
193,-665.445113,0,0,73918,0.0500
194,110.384665,2,1,74274,0.0500
195,6.840993,2,1,74621,0.0500
196,-580.977004,0,0,74930,0.0500
197,105.729850,1,0,75242,0.0500
198,-644.665788,0,0,75596,0.0500
199,-406.824218,0,0,75959,0.0500
200,-602.836084,0,0,76318,0.0500
201,-775.481904,0,0,76661,0.0500
202,-770.948695,0,0,77054,0.0500
203,546.045168,3,1,77330,0.0500
204,-1163.722235,0,1,77689,0.0500
205,-511.218887,0,0,78002,0.0500
206,-411.038258,0,0,78284,0.0500
207,-440.339964,0,0,78635,0.0500
208,706.641953,2,0,79044,0.0500
209,-469.435261,0,0,79405,0.0500
210,453.385155,2,0,79736,0.0500
211,-268.929370,0,0,80104,0.0500
212,-212.213754,0,0,80432,0.0500
213,1039.291970,3,0,80755,0.0500
214,-737.379401,0,0,81154,0.0500
215,-295.867021,0,0,81532,0.0500
216,-223.364549,0,0,81901,0.0500
217,110.880485,1,0,82226,0.0500
218,-323.612481,0,0,82568,0.0500
219,-310.171611,0,0,82876,0.0500
220,-1313.245569,0,1,83167,0.0500
221,-702.229164,0,1,83483,0.0500
222,-222.184603,1,0,83699,0.0500
223,-595.751737,0,0,84013,0.0500
224,224.681681,1,0,84351,0.0500
225,621.678031,2,0,84657,0.0500
226,-530.897688,0,0,84969,0.0500
227,1778.299707,4,0,85331,0.0500
228,-815.507156,0,0,85636,0.0500
229,24.372479,1,0,86019,0.0500
230,272.386875,1,0,86299,0.0500
231,-872.325654,0,1,86584,0.0500
232,851.872452,2,0,86948,0.0500
233,-112.682377,0,0,87289,0.0500
234,-1059.134670,0,1,87615,0.0500
235,441.486458,1,0,87904,0.0500
236,-536.569270,0,0,88261,0.0500
237,822.329858,2,0,88670,0.0500
238,147.587853,1,0,89025,0.0500
239,26.146638,1,0,89349,0.0500
240,-724.871858,0,0,89653,0.0500
241,-459.499146,1,1,89951,0.0500
242,674.984931,2,0,90391,0.0500
243,-515.129407,0,0,90739,0.0500
244,377.508114,2,0,90998,0.0500
245,-460.991428,0,0,91271,0.0500
246,57.389980,1,0,91531,0.0500
247,99.225040,2,0,91790,0.0500
248,221.584643,1,0,92098,0.0500
249,124.854734,1,0,92431,0.0500
250,-520.117560,0,0,92682,0.0500
251,-1312.421726,0,1,92970,0.0500
252,1198.317484,3,0,93274,0.0500
253,401.270893,2,0,93546,0.0500
254,509.293729,2,0,93831,0.0500
255,-1329.611825,1,2,94153,0.0500
256,302.873433,1,0,94514,0.0500
257,-977.267372,0,1,94835,0.0500
258,516.200841,2,0,95122,0.0500
259,-447.919901,0,0,95440,0.0500
260,-652.671471,0,0,95790,0.0500
261,558.459023,2,0,96113,0.0500
262,-359.560274,1,0,96414,0.0500
263,593.194144,2,0,96700,0.0500
264,176.901411,1,0,97063,0.0500
265,798.867432,2,0,97382,0.0500
266,-53.623401,0,0,97664,0.0500
267,-819.797726,0,1,97968,0.0500
268,-403.232737,0,0,98320,0.0500
269,166.917111,1,0,98670,0.0500
270,-447.741852,0,0,98991,0.0500
271,-410.858100,1,1,99366,0.0500
272,289.705549,1,0,99775,0.0500
273,-414.845619,1,1,100036,0.0500
274,-1194.855657,0,1,100346,0.0500
275,-424.617737,0,0,100677,0.0500
276,-383.576606,0,0,100994,0.0500
277,140.564443,2,1,101299,0.0500
278,252.186016,1,0,101582,0.0500
279,-398.703398,1,1,101895,0.0500
280,-922.320664,1,2,102238,0.0500
281,-383.844097,0,0,102566,0.0500
282,158.682103,1,0,102842,0.0500
283,-73.828271,1,0,103187,0.0500
284,-792.829737,0,0,103460,0.0500
285,314.217591,1,0,103794,0.0500
286,302.140783,1,0,104189,0.0500
287,772.023431,3,1,104537,0.0500
288,-346.974715,0,0,104907,0.0500
289,-268.610491,1,0,105222,0.0500
290,250.726341,1,0,105602,0.0500
291,168.873797,1,0,105847,0.0500
292,724.802930,2,0,106158,0.0500
293,91.592997,1,0,106437,0.0500
294,101.759732,1,0,106767,0.0500
295,113.398269,1,0,107056,0.0500
296,477.539756,2,0,107387,0.0500
297,-505.219283,0,0,107699,0.0500
298,2039.654684,5,0,108036,0.0500
299,-120.815837,1,0,108316,0.0500
300,-882.945441,0,1,108650,0.0500
301,-482.858115,0,0,108904,0.0500
302,2650.154665,6,0,109198,0.0500
303,-968.959859,0,1,109469,0.0500
304,-380.820732,1,1,109704,0.0500
305,591.258563,2,0,109949,0.0500
306,-315.673029,0,0,110263,0.0500
307,586.996456,2,0,110577,0.0500
308,-66.237761,1,0,110923,0.0500
309,-481.405243,1,1,111266,0.0500
310,600.876184,2,0,111586,0.0500
311,356.714068,1,0,111939,0.0500
312,-49.625356,1,0,112311,0.0500
313,37.053800,1,0,112627,0.0500
314,-1212.454948,0,1,112900,0.0500
315,1679.587512,4,0,113263,0.0500
316,2088.421918,6,1,113567,0.0500
317,-10.108124,1,0,113829,0.0500
318,-663.475562,0,1,114162,0.0500
319,-907.626658,0,1,114497,0.0500
320,-792.596926,0,0,114807,0.0500
321,316.144671,1,0,115181,0.0500
322,1106.313011,3,0,115512,0.0500
323,-254.995307,0,0,115914,0.0500
324,-267.084775,0,0,116278,0.0500
325,1713.252270,4,0,116566,0.0500
326,171.000001,1,0,116828,0.0500
327,1065.904987,4,1,117154,0.0500
328,619.495111,3,0,117461,0.0500
329,1781.963305,4,0,117772,0.0500
330,-712.855007,0,1,118060,0.0500
331,-610.326601,0,0,118396,0.0500
332,612.629440,3,1,118772,0.0500
333,712.167625,3,1,119108,0.0500
334,-762.660221,0,1,119389,0.0500
335,3929.387913,10,0,119668,0.0500
336,926.599300,4,1,119945,0.0500
337,-683.893466,0,0,120240,0.0500
338,-582.827365,0,0,120518,0.0500
339,561.599687,2,0,120800,0.0500
340,1059.798391,3,0,121081,0.0500
341,1627.016945,4,0,121366,0.0500
342,218.632230,1,0,121651,0.0500
343,-300.675738,0,0,121876,0.0500
344,200.927342,1,0,122175,0.0500
345,318.033417,2,1,122518,0.0500
346,-206.089192,1,1,122833,0.0500
347,-483.395222,0,0,123140,0.0500
348,1862.929025,5,0,123494,0.0500
349,-810.158600,0,0,123759,0.0500
350,-593.147743,0,0,124078,0.0500
351,404.313042,3,1,124369,0.0500
352,89.423132,1,0,124660,0.0500
353,-480.081061,0,0,124927,0.0500
354,-215.904084,1,0,125217,0.0500
355,1022.144383,3,0,125504,0.0500
356,193.428211,1,0,125762,0.0500
357,-278.892593,0,0,126040,0.0500
358,2155.957531,5,0,126361,0.0500
359,41.178314,1,0,126676,0.0500
360,-48.361921,1,0,126937,0.0500
361,-931.301408,1,1,127191,0.0500
362,97.677880,2,1,127459,0.0500
363,-32.955624,1,0,127747,0.0500
364,-1193.846713,0,1,128037,0.0500
365,270.145454,3,1,128365,0.0500
366,197.477275,1,0,128710,0.0500
367,-1189.060302,0,1,129016,0.0500
368,64.266627,1,0,129282,0.0500
369,314.062586,1,0,129556,0.0500
370,1518.989200,5,1,129880,0.0500
371,1059.819255,3,0,130231,0.0500
372,511.710222,2,0,130516,0.0500
373,2133.163133,5,0,130846,0.0500
374,93.798001,1,0,131122,0.0500
375,-310.834830,0,0,131410,0.0500
376,104.772888,1,0,131659,0.0500
377,1050.549153,3,0,131917,0.0500
378,46.154727,2,1,132254,0.0500
379,574.920699,2,0,132564,0.0500
380,-950.451323,0,1,132896,0.0500
381,122.698577,1,0,133264,0.0500
382,-191.774666,1,1,133631,0.0500
383,577.727430,2,0,133972,0.0500
384,1789.179718,5,1,134375,0.0500
385,46.272254,1,0,134651,0.0500
386,-1161.267501,0,1,134966,0.0500
387,-903.302604,0,1,135225,0.0500
388,-139.381434,2,1,135511,0.0500
389,-488.259068,0,0,135739,0.0500
390,807.964989,3,0,136000,0.0500
391,1014.523638,3,0,136227,0.0500
392,-171.912339,0,0,136511,0.0500
393,188.528103,1,0,136805,0.0500
394,20.585957,1,0,137046,0.0500
395,993.065128,2,0,137341,0.0500
396,653.157823,2,0,137608,0.0500
397,669.713163,2,0,137844,0.0500
398,367.871485,1,0,138147,0.0500
399,16.616305,1,0,138445,0.0500
400,160.457084,2,1,138801,0.0500
401,2628.436290,6,0,139093,0.0500
402,-1034.375168,1,2,139400,0.0500
403,-407.701633,1,1,139739,0.0500
404,568.467081,2,0,140004,0.0500
405,-594.120523,0,0,140244,0.0500
406,-163.695029,1,0,140476,0.0500
407,-663.849022,0,0,140707,0.0500
408,1244.723241,4,0,140999,0.0500
409,1260.861085,3,0,141306,0.0500
410,-79.371036,1,0,141596,0.0500
411,-394.248278,0,0,141824,0.0500
412,879.617587,2,0,142059,0.0500
413,2134.944986,5,0,142378,0.0500
414,-554.629235,0,0,142634,0.0500
415,1192.875584,3,0,142976,0.0500
416,687.960693,2,0,143248,0.0500
417,1447.594736,4,0,143534,0.0500
418,-640.883773,1,1,143878,0.0500
419,26.490617,1,0,144184,0.0500
420,2628.174537,7,1,144527,0.0500
421,-269.067747,1,0,144862,0.0500
422,-107.123918,1,0,145144,0.0500
423,800.091645,3,0,145449,0.0500
424,1040.530520,3,0,145750,0.0500
425,-41.744947,1,0,146027,0.0500
426,2284.872712,5,0,146350,0.0500
427,1581.144466,4,0,146656,0.0500
428,3659.508457,8,0,147009,0.0500
429,2681.038377,6,0,147382,0.0500
430,686.606188,2,0,147709,0.0500
431,323.804106,1,0,147979,0.0500
432,570.439508,2,0,148289,0.0500
433,173.982452,1,0,148539,0.0500
434,478.585586,2,0,148813,0.0500
435,698.933292,2,0,149086,0.0500
436,1381.762300,3,0,149133,0.0500
