Match,EpisodeReward,ScoreFor,ScoreAgainst,StepsDone,Epsilon
1,-269.138890,1,1,2259,0.6547
2,189.000533,1,0,2497,0.6265
3,-256.471891,0,0,2731,0.6002
4,-666.192855,0,1,2957,0.5759
5,295.178971,2,1,3199,0.5510
6,378.010840,1,0,3452,0.5263
7,93.349851,1,0,3718,0.5016
8,-323.067913,1,1,3987,0.4780
9,134.315515,1,0,4242,0.4567
10,-523.186358,0,0,4516,0.4350
11,288.777402,1,0,4814,0.4127
12,-304.833765,0,0,5087,0.3935
13,918.640206,4,1,5388,0.3734
14,-355.449549,0,0,5715,0.3529
15,-244.427678,0,0,6006,0.3358
16,818.755141,2,0,6340,0.3173
17,231.791607,1,0,6678,0.2999
18,-583.132816,0,0,7002,0.2842
19,-702.394749,0,1,7299,0.2707
20,88.065150,1,0,7592,0.2581
21,-207.326853,0,0,7906,0.2454
22,-358.097313,0,0,8213,0.2338
23,-418.953765,0,0,8542,0.2221
24,814.496716,2,0,8891,0.2105
25,228.451665,1,0,9218,0.2003
26,-1105.503148,0,1,9548,0.1907
27,-524.552302,0,0,9912,0.1809
28,270.258102,1,0,10334,0.1703
29,30.391901,1,0,10728,0.1611
30,-867.081198,0,1,11108,0.1530
31,-496.822523,0,0,11525,0.1448
32,-441.181690,1,1,11940,0.1372
33,-421.200776,0,0,12297,0.1312
34,629.504938,3,1,12688,0.1251
35,-260.790148,1,1,13064,0.1197
36,-239.084118,0,0,13398,0.1152
37,799.660532,2,0,13832,0.1097
38,1260.196623,3,0,14252,0.1049
39,152.478261,1,0,14656,0.1007
40,102.154950,1,1,15070,0.0966
41,-192.285740,0,0,15476,0.0930
42,-408.515243,0,0,15943,0.0892
43,-172.335623,0,0,16333,0.0862
44,654.653141,2,0,16757,0.0833
45,1372.685822,3,0,17160,0.0807
46,-253.512756,0,0,17556,0.0784
47,-430.941037,2,2,17942,0.0763
48,-502.211240,0,0,18311,0.0744
49,-340.103359,0,0,18718,0.0725
50,-382.715851,0,0,19168,0.0706
51,-967.573671,1,2,19651,0.0687
52,-510.816220,0,0,20097,0.0671
53,-394.442793,0,0,20469,0.0658
54,-187.586517,1,1,20934,0.0644
55,-703.971097,1,2,21312,0.0634
56,-317.872632,1,1,21708,0.0624
57,-74.954659,0,0,22118,0.0614
58,-323.505234,0,0,22440,0.0607
59,-734.500389,0,1,22917,0.0597
60,69.963428,1,0,23327,0.0589
61,34.629684,1,0,23741,0.0582
62,236.837390,1,0,24259,0.0574
63,-332.779319,0,0,24716,0.0568
64,251.993571,2,1,25081,0.0563
65,90.210521,1,0,25496,0.0558
66,-1656.347582,0,2,25920,0.0553
67,-196.649586,0,0,26342,0.0549
68,117.047591,1,0,26721,0.0545
69,-170.989667,1,0,27258,0.0541
70,1693.429292,4,0,27674,0.0537
71,-444.273314,0,0,28118,0.0534
72,-795.446267,0,1,28543,0.0532
73,-37.539701,1,0,28985,0.0529
74,570.191243,2,0,29356,0.0527
75,-286.204214,0,0,29815,0.0524
76,387.496055,1,0,30375,0.0522
77,-714.978710,1,2,30754,0.0520
78,685.810912,2,0,31176,0.0519
79,-423.196639,0,0,31642,0.0517
80,-912.169955,0,1,32099,0.0515
81,2070.511143,5,0,32498,0.0514
82,552.837290,2,0,32977,0.0513
83,833.822749,2,0,33418,0.0512
84,-314.598519,0,0,33789,0.0511
85,-513.712622,0,0,34237,0.0510
86,-220.983991,0,0,34633,0.0509
87,-359.132710,1,1,35143,0.0508
88,-59.570287,0,0,35520,0.0508
89,-573.987375,0,0,35889,0.0507
90,-773.042340,0,1,36391,0.0507
91,-183.544065,0,0,36700,0.0506
92,839.191741,2,0,37132,0.0506
93,-259.999752,1,1,37570,0.0505
94,-437.899061,0,0,38002,0.0505
95,533.601348,2,0,38384,0.0504
96,121.729751,1,0,38834,0.0504
97,729.244436,2,0,39303,0.0504
98,-363.439802,1,1,39710,0.0503
99,-490.294574,0,0,40204,0.0503
100,-535.394358,0,0,40606,0.0503
101,114.425328,1,0,41005,0.0503
102,233.727401,1,0,41413,0.0502
103,675.511151,2,0,41730,0.0502
104,-538.176286,0,0,42061,0.0502
105,-295.902749,0,0,42411,0.0502
106,-142.476351,2,1,42811,0.0502
107,-565.544364,0,0,43138,0.0502
108,-1322.935921,1,2,43583,0.0502
109,-860.293944,0,1,43967,0.0501
110,835.914629,3,0,44309,0.0501
111,144.743840,1,0,44772,0.0501
112,-437.856277,0,0,45210,0.0501
113,725.964111,2,0,45576,0.0501
114,234.816383,1,0,45945,0.0501
115,-131.668103,0,0,46371,0.0501
116,-145.875841,1,1,46820,0.0501
117,-123.558873,0,0,47206,0.0501
118,-230.651104,1,1,47545,0.0501
119,628.682003,2,0,47884,0.0501
120,135.595080,1,0,48344,0.0501
121,1663.653407,4,0,48748,0.0501
122,-297.503843,0,0,49183,0.0501
123,-1501.816726,0,2,49544,0.0500
124,798.403411,3,1,49998,0.0500
125,-813.914472,0,1,50290,0.0500
126,40.143971,1,0,50676,0.0500
127,1185.958119,3,0,51064,0.0500
128,129.666117,1,0,51325,0.0500
129,505.999291,2,0,51663,0.0500
130,693.261110,2,0,51978,0.0500
131,-360.676904,0,0,52320,0.0500
132,629.689293,2,0,52673,0.0500
133,1297.030046,3,0,53009,0.0500
134,130.316610,1,0,53407,0.0500
135,902.690855,2,0,53771,0.0500
136,263.336760,1,0,54125,0.0500
137,-329.543372,0,0,54469,0.0500
138,-150.344966,0,0,54858,0.0500
139,448.116358,2,1,55231,0.0500
140,129.034753,1,0,55592,0.0500
141,1938.195423,4,0,55978,0.0500
142,228.227128,1,0,56333,0.0500
143,16.770896,1,0,56645,0.0500
144,1019.839751,3,0,57044,0.0500
145,-422.921507,0,0,57414,0.0500
146,-441.955501,1,1,57788,0.0500
147,-119.089466,1,0,58172,0.0500
148,1299.516622,4,1,58596,0.0500
149,335.927416,1,0,58920,0.0500
150,-580.659808,1,1,59212,0.0500
151,655.817576,4,2,59594,0.0500
152,207.540416,1,0,59950,0.0500
153,248.622645,1,0,60285,0.0500
154,236.580495,1,0,60626,0.0500
155,-292.843807,0,0,61035,0.0500
156,2228.338125,5,0,61388,0.0500
157,-239.145817,0,0,61719,0.0500
158,-390.491978,1,1,62076,0.0500
159,305.310868,1,0,62415,0.0500
160,836.850145,2,0,62727,0.0500
161,-846.716941,0,1,63065,0.0500
162,-841.901018,0,1,63499,0.0500
163,-1395.447316,0,2,63937,0.0500
164,52.432580,1,0,64323,0.0500
165,9.273448,1,0,64638,0.0500
166,330.456066,1,0,64971,0.0500
167,-254.498812,1,1,65258,0.0500
168,-756.500294,0,1,65552,0.0500
169,1211.089758,3,0,65900,0.0500
170,-403.738977,0,0,66299,0.0500
171,468.084410,1,0,66668,0.0500
172,458.257948,2,0,66991,0.0500
173,-128.999827,1,1,67331,0.0500
174,-246.623926,0,0,67658,0.0500
175,237.814945,2,1,68036,0.0500
176,-918.498881,0,1,68361,0.0500
177,-842.358845,0,1,68740,0.0500
178,-216.739198,1,0,69050,0.0500
179,-394.601786,0,0,69392,0.0500
180,-104.980633,0,0,69703,0.0500
181,-244.136500,0,0,70060,0.0500
182,224.497587,2,1,70385,0.0500
183,1699.124456,4,0,70671,0.0500
184,2143.995782,5,0,71035,0.0500
185,1258.372220,3,0,71337,0.0500
186,671.757763,3,1,71712,0.0500
187,-263.813360,0,0,72007,0.0500
188,-363.607108,1,1,72330,0.0500
189,1150.485152,3,0,72620,0.0500
190,365.170299,1,0,72944,0.0500
191,427.033702,1,0,73228,0.0500
192,-41.030650,1,0,73528,0.0500
193,-296.482946,0,0,73918,0.0500
194,400.886851,2,1,74274,0.0500
195,174.161049,2,1,74621,0.0500
196,-111.428312,0,0,74930,0.0500
197,241.027709,1,0,75243,0.0500
198,-413.516983,0,0,75596,0.0500
199,-371.767817,0,0,75959,0.0500
200,-95.170826,0,0,76318,0.0500
201,-198.581899,0,0,76661,0.0500
202,-212.893912,0,0,77054,0.0500
203,839.519297,3,1,77330,0.0500
204,-898.670750,0,1,77689,0.0500
205,-407.748599,0,0,78001,0.0500
206,-585.565439,0,0,78284,0.0500
207,-320.114156,0,0,78635,0.0500
208,708.818082,2,0,79044,0.0500
209,108.961339,0,0,79405,0.0500
210,748.315764,2,0,79736,0.0500
211,-354.076163,0,0,80104,0.0500
212,-76.377787,0,0,80431,0.0500
213,1332.119246,3,0,80755,0.0500
214,-48.700800,0,0,81154,0.0500
215,-443.562190,0,0,81532,0.0500
216,-478.110363,0,0,81901,0.0500
217,215.210345,1,0,82226,0.0500
218,-306.455726,0,0,82568,0.0500
219,-277.728585,0,0,82877,0.0500
220,-949.766816,0,1,83168,0.0500
221,-974.170881,0,1,83483,0.0500
222,318.247415,1,0,83699,0.0500
223,-188.864140,0,0,84013,0.0500
224,78.037937,1,0,84351,0.0500
225,717.631817,2,0,84657,0.0500
226,-315.067179,0,0,84969,0.0500
227,1643.205823,4,0,85331,0.0500
228,-315.211144,0,0,85636,0.0500
229,334.600784,1,0,86018,0.0500
230,194.666566,1,0,86299,0.0500
231,-750.797960,0,1,86584,0.0500
232,653.783016,2,0,86947,0.0500
233,-509.830180,0,0,87289,0.0500
234,-845.903789,0,1,87615,0.0500
235,-240.465054,1,0,87904,0.0500
236,-435.765265,0,0,88262,0.0500
237,768.146556,2,0,88670,0.0500
238,438.652426,1,0,89025,0.0500
239,320.695950,1,0,89349,0.0500
240,-275.046698,0,0,89653,0.0500
241,-401.041379,1,1,89951,0.0500
242,698.426838,2,0,90391,0.0500
243,-533.748904,0,0,90740,0.0500
244,444.061580,2,0,90998,0.0500
245,-331.439749,0,0,91271,0.0500
246,476.443259,1,0,91531,0.0500
247,888.120869,2,0,91791,0.0500
248,261.154391,1,0,92098,0.0500
249,391.009547,1,0,92431,0.0500
250,-252.078730,0,0,92683,0.0500
251,-751.134106,0,1,92970,0.0500
252,1443.854821,3,0,93274,0.0500
253,531.010149,2,0,93546,0.0500
254,806.280128,2,0,93831,0.0500
255,-995.778532,1,2,94153,0.0500
256,314.423393,1,0,94514,0.0500
257,-791.092218,0,1,94835,0.0500
258,443.369310,2,0,95122,0.0500
259,-273.838346,0,0,95440,0.0500
260,-232.813260,0,0,95790,0.0500
261,967.921911,2,0,96112,0.0500
262,434.024823,1,0,96414,0.0500
263,655.980600,2,0,96700,0.0500
264,223.353098,1,0,97063,0.0500
265,783.509586,2,0,97382,0.0500
266,-498.321842,0,0,97664,0.0500
267,-785.651258,0,1,97968,0.0500
268,-656.313515,0,0,98320,0.0500
269,219.271207,1,0,98669,0.0500
270,-135.289213,0,0,98991,0.0500
271,-195.845058,1,1,99365,0.0500
272,414.566177,1,0,99775,0.0500
273,-540.605251,1,1,100036,0.0500
274,-917.318997,0,1,100345,0.0500
275,-356.345916,0,0,100677,0.0500
276,-163.705920,0,0,100994,0.0500
277,-63.920165,2,1,101299,0.0500
278,337.412657,1,0,101582,0.0500
279,-414.707222,1,1,101896,0.0500
280,-860.529699,1,2,102239,0.0500
281,-570.039899,0,0,102566,0.0500
282,-39.861909,1,0,102842,0.0500
283,-68.637662,1,0,103187,0.0500
284,-501.033272,0,0,103459,0.0500
285,202.725251,1,0,103794,0.0500
286,362.311005,1,0,104190,0.0500
287,604.573244,3,1,104537,0.0500
288,-539.062873,0,0,104907,0.0500
289,-15.472440,1,0,105222,0.0500
290,351.697829,1,0,105602,0.0500
291,308.639092,1,0,105848,0.0500
