Match,EpisodeReward,ScoreFor,ScoreAgainst,StepsDone,Epsilon
144,674.118025,3,0,57044,0.0500
145,-1122.811824,0,0,57415,0.0500
146,-929.764664,1,1,57787,0.0500
147,-735.438033,1,0,58172,0.0500
148,387.554324,4,1,58596,0.0500
149,-574.918266,1,0,58920,0.0500
150,-903.859057,1,1,59211,0.0500
151,-111.373560,4,2,59594,0.0500
152,-533.084087,1,0,59950,0.0500
153,26.996948,1,0,60285,0.0500
154,-482.575173,1,0,60626,0.0500
155,-1067.002569,0,0,61035,0.0500
156,1163.884855,5,0,61387,0.0500
157,-1008.762296,0,0,61719,0.0500
158,-1155.032636,1,1,62076,0.0500
159,-457.148694,1,0,62415,0.0500
160,-33.668022,2,0,62727,0.0500
161,-1200.278383,0,1,63064,0.0500
162,-1636.267927,0,1,63499,0.0500
163,-2144.247498,0,2,63937,0.0500
164,-735.316305,1,0,64323,0.0500
165,-587.955005,1,0,64639,0.0500
166,-797.402966,1,0,64972,0.0500
167,-777.279080,1,1,65258,0.0500
168,-1318.968476,0,1,65552,0.0500
169,206.680671,3,0,65900,0.0500
170,-1227.748544,0,0,66299,0.0500
171,-349.132808,1,0,66668,0.0500
172,-91.543249,2,0,66991,0.0500
173,-995.377375,1,1,67331,0.0500
174,-1109.444265,0,0,67658,0.0500
175,-736.949263,2,1,68036,0.0500
176,-1936.868316,0,1,68362,0.0500
177,-1661.718566,0,1,68740,0.0500
178,-910.842841,1,0,69050,0.0500
179,-1260.636154,0,0,69392,0.0500
180,-671.062039,0,0,69703,0.0500
181,-1162.741746,0,0,70060,0.0500
182,-538.553264,2,1,70384,0.0500
183,1110.344292,4,0,70671,0.0500
184,1339.653217,5,0,71035,0.0500
185,-106.083330,3,0,71337,0.0500
186,-333.384087,3,1,71712,0.0500
187,-1209.049210,0,0,72007,0.0500
188,-891.163764,1,1,72330,0.0500
189,521.970259,3,0,72620,0.0500
190,-884.746884,1,0,72944,0.0500
191,-780.427403,1,0,73228,0.0500
192,-197.283654,1,0,73529,0.0500
193,-915.650256,0,0,73918,0.0500
194,-394.178837,2,1,74274,0.0500
195,-511.998490,2,1,74621,0.0500
196,-1147.532004,0,0,74930,0.0500
197,-394.293402,1,0,75242,0.0500
198,-1253.792094,0,0,75597,0.0500
199,-748.961101,0,0,75959,0.0500
200,-1353.632637,0,0,76317,0.0500
201,-1460.511125,0,0,76661,0.0500
202,-1387.173601,0,0,77054,0.0500
203,148.651126,3,1,77330,0.0500
204,-1907.396103,0,1,77689,0.0500
205,-1029.703578,0,0,78001,0.0500
206,-852.537063,0,0,78284,0.0500
207,-991.884134,0,0,78635,0.0500
208,60.005589,2,0,79044,0.0500
209,-1035.842771,0,0,79405,0.0500
210,46.315138,2,0,79736,0.0500
211,-1078.148717,0,0,80104,0.0500
212,-882.920556,0,0,80431,0.0500
213,429.623872,3,0,80755,0.0500
214,-1181.171065,0,0,81154,0.0500
215,-1098.399076,0,0,81532,0.0500
216,-1360.839352,0,0,81901,0.0500
217,-1025.454755,1,0,82226,0.0500
218,-1243.735851,0,0,82568,0.0500
219,-1331.994974,0,0,82876,0.0500
220,-1726.196617,0,1,83167,0.0500
221,-1732.562910,0,1,83483,0.0500
222,-495.346868,1,0,83698,0.0500
223,-1150.279191,0,0,84014,0.0500
224,-353.482723,1,0,84351,0.0500
225,298.380801,2,0,84656,0.0500
226,-1025.938937,0,0,84969,0.0500
227,798.693060,4,0,85330,0.0500
228,-1129.742977,0,0,85636,0.0500
229,-669.218432,1,0,86018,0.0500
230,-434.670633,1,0,86299,0.0500
231,-1174.999567,0,1,86584,0.0500
232,-95.126174,2,0,86947,0.0500
233,-1222.181232,0,0,87287,0.0500
234,-1865.648296,0,1,87615,0.0500
235,-460.580702,1,0,87904,0.0500
236,-1339.702504,0,0,88261,0.0500
237,-308.884800,2,0,88670,0.0500
238,-669.766064,1,0,89025,0.0500
239,-590.192948,1,0,89349,0.0500
240,-919.972874,0,0,89654,0.0500
241,-1207.905555,1,1,89951,0.0500
242,-87.978424,2,0,90391,0.0500
243,-828.017651,0,0,90739,0.0500
244,435.681311,2,0,90998,0.0500
245,-1160.041301,0,0,91270,0.0500
246,-510.630046,1,0,91531,0.0500
247,396.982116,2,0,91790,0.0500
248,-750.330036,1,0,92098,0.0500
249,-484.295447,1,0,92431,0.0500
250,-845.202556,0,0,92682,0.0500
251,-1891.881972,0,1,92970,0.0500
252,521.102169,3,0,93274,0.0500
253,294.200535,2,0,93544,0.0500
254,154.087980,2,0,93831,0.0500
255,-1482.527049,1,2,94153,0.0500
256,-442.529474,1,0,94515,0.0500
257,-1671.540814,0,1,94835,0.0500
258,50.030940,2,0,95122,0.0500
259,-1252.705633,0,0,95440,0.0500
260,-1795.292338,0,0,95790,0.0500
261,34.224848,2,0,96113,0.0500
262,-803.072447,1,0,96414,0.0500
263,281.035669,2,0,96701,0.0500
264,-310.541235,1,0,97063,0.0500
265,680.116556,2,0,97382,0.0500
266,-1071.849200,0,0,97664,0.0500
267,-1821.327027,0,1,97968,0.0500
268,-1172.593861,0,0,98320,0.0500
269,-744.108180,1,0,98670,0.0500
270,-1255.803870,0,0,98991,0.0500
271,-904.401104,1,1,99365,0.0500
272,-395.431839,1,0,99775,0.0500
273,-858.197886,1,1,100036,0.0500
274,-1311.575111,0,1,100344,0.0500
275,-1250.724657,0,0,100677,0.0500
276,-952.165372,0,0,100995,0.0500
277,-423.521639,2,1,101299,0.0500
278,-43.089561,1,0,101582,0.0500
279,-1058.398965,1,1,101895,0.0500
280,-1249.274584,1,2,102238,0.0500
281,-1839.657636,0,0,102566,0.0500
282,-534.243510,1,0,102842,0.0500
283,-625.589374,1,0,103187,0.0500
284,-882.283458,0,0,103459,0.0500
285,-667.276217,1,0,103794,0.0500
286,-602.913968,1,0,104189,0.0500
287,149.817117,3,1,104537,0.0500
288,-708.560404,0,0,104906,0.0500
289,-991.448738,1,0,105223,0.0500
290,-505.589618,1,0,105602,0.0500
291,-441.749180,1,0,105847,0.0500
292,251.383547,2,0,106159,0.0500
293,-105.954914,1,0,106436,0.0500
294,-870.778450,1,0,106768,0.0500
295,-202.633875,1,0,107057,0.0500
296,264.907736,2,0,107387,0.0500
297,-894.982314,0,0,107699,0.0500
298,2098.941669,5,0,108036,0.0500
299,-510.059059,1,0,108316,0.0500
300,-1436.168142,0,1,108650,0.0500
301,-991.797321,0,0,108904,0.0500
302,1788.335432,6,0,109198,0.0500
303,-1703.216976,0,1,109470,0.0500
304,-749.015599,1,1,109704,0.0500
305,84.748045,2,0,109949,0.0500
306,-759.923512,0,0,110263,0.0500
307,-559.612376,2,0,110577,0.0500
308,-545.769144,1,0,110922,0.0500
309,-1310.944278,1,1,111266,0.0500
310,-79.032952,2,0,111586,0.0500
311,-329.812275,1,0,111939,0.0500
312,-668.052334,1,0,112311,0.0500
313,-619.800746,1,0,112627,0.0500
314,-1628.145887,0,1,112900,0.0500
315,915.120861,4,0,113263,0.0500
316,1686.333642,6,1,113568,0.0500
317,-498.644464,1,0,113829,0.0500
318,-1684.386687,0,1,114162,0.0500
319,-1983.862607,0,1,114497,0.0500
320,-1300.327386,0,0,114807,0.0500
321,-794.705154,1,0,115181,0.0500
322,993.824378,3,0,115511,0.0500
323,-663.151825,0,0,115914,0.0500
324,-1206.681814,0,0,116277,0.0500
325,1539.597063,4,0,116566,0.0500
326,146.339582,1,0,116827,0.0500
327,35.672867,4,1,117155,0.0500
328,424.691252,3,0,117462,0.0500
329,1235.824982,4,0,117772,0.0500
330,-814.917765,0,1,118059,0.0500
331,-1073.729043,0,0,118396,0.0500
332,418.713237,3,1,118773,0.0500
333,418.392258,3,1,119108,0.0500
334,-1508.422905,0,1,119389,0.0500
335,4352.670950,10,0,119669,0.0500
336,636.713861,4,1,119944,0.0500
337,-1431.289842,0,0,120240,0.0500
338,-1110.359538,0,0,120518,0.0500
339,-564.924504,2,0,120800,0.0500
340,398.103639,3,0,121082,0.0500
341,1129.861022,4,0,121365,0.0500
342,-529.140430,1,0,121651,0.0500
343,-929.246145,0,0,121876,0.0500
344,-93.212861,1,0,122175,0.0500
345,-485.570289,2,1,122518,0.0500
346,-735.238096,1,1,122833,0.0500
347,-1227.449518,0,0,123141,0.0500
348,1676.263378,5,0,123494,0.0500
349,-831.509904,0,0,123759,0.0500
350,-898.328264,0,0,124078,0.0500
351,-164.788946,3,1,124369,0.0500
352,-330.797119,1,0,124660,0.0500
353,-913.748668,0,0,124927,0.0500
354,-111.450945,1,0,125217,0.0500
355,767.221451,3,0,125504,0.0500
356,-660.509885,1,0,125762,0.0500
357,-859.546371,0,0,126040,0.0500
358,1834.505643,5,0,126360,0.0500
359,-302.966865,1,0,126676,0.0500
360,-574.281415,1,0,126937,0.0500
361,-1229.460530,1,1,127190,0.0500
362,-557.540905,2,1,127459,0.0500
363,-200.881009,1,0,127747,0.0500
364,-1418.242798,0,1,128038,0.0500
365,311.870442,3,1,128365,0.0500
366,-633.716499,1,0,128710,0.0500
367,-1143.190427,0,1,129015,0.0500
368,-636.750663,1,0,129282,0.0500
369,-222.111017,1,0,129556,0.0500
370,1068.533994,5,1,129879,0.0500
371,227.695876,3,0,130231,0.0500
372,100.730125,2,0,130516,0.0500
373,1309.054048,5,0,130845,0.0500
374,-566.879565,1,0,131121,0.0500
375,-936.391227,0,0,131410,0.0500
376,-575.147814,1,0,131659,0.0500
377,523.005938,3,0,131917,0.0500
378,-336.438213,2,1,132254,0.0500
379,176.708602,2,0,132564,0.0500
380,-1097.645224,0,1,132896,0.0500
381,-880.735746,1,0,133264,0.0500
382,-782.569692,1,1,133631,0.0500
383,227.369091,2,0,133972,0.0500
384,981.844258,5,1,134375,0.0500
385,-207.392630,1,0,134651,0.0500
386,-1482.575397,0,1,134966,0.0500
387,-1454.307821,0,1,135225,0.0500
388,-398.723240,2,1,135511,0.0500
389,-903.313499,0,0,135739,0.0500
390,387.983193,3,0,136000,0.0500
391,691.206009,3,0,136227,0.0500
392,-765.603152,0,0,136511,0.0500
393,-890.399632,1,0,136805,0.0500
394,-535.515461,1,0,137045,0.0500
395,364.023438,2,0,137341,0.0500
396,-24.798773,2,0,137608,0.0500
397,366.830304,2,0,137844,0.0500
398,-619.924763,1,0,138147,0.0500
399,-582.094986,1,0,138445,0.0500
400,-425.504201,2,1,138801,0.0500
401,2243.194393,6,0,139094,0.0500
402,-1457.443773,1,2,139400,0.0500
403,-1222.796032,1,1,139739,0.0500
404,162.845158,2,0,140004,0.0500
405,-878.131286,0,0,140244,0.0500
406,-662.493972,1,0,140475,0.0500
407,-979.569951,0,0,140707,0.0500
408,735.191539,4,0,140999,0.0500
409,811.713840,3,0,141307,0.0500
410,-298.842316,1,0,141597,0.0500
411,-993.147362,0,0,141825,0.0500
412,122.699372,2,0,142060,0.0500
413,1763.632209,5,0,142379,0.0500
414,-902.363022,0,0,142634,0.0500
415,572.263295,3,0,142976,0.0500
416,-189.757526,2,0,143248,0.0500
417,1240.319157,4,0,143534,0.0500
418,-1299.333099,1,1,143878,0.0500
419,-499.405303,1,0,144184,0.0500
420,2633.153376,7,1,144527,0.0500
421,-741.349129,1,0,144862,0.0500
422,-295.995375,1,0,145142,0.0500
423,424.460722,3,0,145451,0.0500
424,237.887566,3,0,145750,0.0500
425,-330.649298,1,0,146028,0.0500
426,1866.717250,5,0,146350,0.0500
427,733.985983,4,0,146656,0.0500
428,2948.690918,8,0,147009,0.0500
429,2355.672014,6,0,147382,0.0500
430,166.491120,2,0,147709,0.0500
431,-135.424580,1,0,147979,0.0500
432,-89.612338,2,0,148289,0.0500
433,-471.788345,1,0,148539,0.0500
434,8.026411,2,0,148813,0.0500
435,284.687770,2,0,149086,0.0500
436,1396.667034,3,0,149133,0.0500
