Match,EpisodeReward,ScoreFor,ScoreAgainst,StepsDone,Epsilon
120,-725.513556,1,0,48344,0.0501
121,1072.379097,4,0,48748,0.0501
122,-919.204525,0,0,49183,0.0501
123,-2487.868313,0,2,49544,0.0500
124,-144.980196,3,1,49998,0.0500
125,-1224.028902,0,1,50288,0.0500
126,-171.462916,1,0,50676,0.0500
127,381.172454,3,0,51063,0.0500
128,-504.556116,1,0,51325,0.0500
129,543.762883,2,0,51663,0.0500
130,-97.941505,2,0,51978,0.0500
131,-1130.069018,0,0,52320,0.0500
132,-200.187595,2,0,52673,0.0500
133,498.409927,3,0,53009,0.0500
134,-496.701864,1,0,53408,0.0500
135,290.198643,2,0,53771,0.0500
136,-533.268394,1,0,54125,0.0500
137,-645.981471,0,0,54469,0.0500
138,-977.524229,0,0,54858,0.0500
139,-568.741625,2,1,55231,0.0500
140,-318.095929,1,0,55592,0.0500
141,1389.308996,4,0,55978,0.0500
142,-717.921261,1,0,56332,0.0500
143,-694.225055,1,0,56645,0.0500
144,701.224480,3,0,57044,0.0500
145,-843.959979,0,0,57414,0.0500
146,-1563.136515,1,1,57787,0.0500
147,-623.846927,1,0,58173,0.0500
148,515.323256,4,1,58596,0.0500
149,-542.666886,1,0,58920,0.0500
150,-953.244870,1,1,59211,0.0500
151,-576.924161,4,2,59594,0.0500
152,-736.911967,1,0,59950,0.0500
153,-278.302825,1,0,60285,0.0500
154,-543.912553,1,0,60626,0.0500
155,-1086.908322,0,0,61035,0.0500
156,1097.042145,5,0,61387,0.0500
157,-967.989408,0,0,61719,0.0500
158,-1148.307538,1,1,62076,0.0500
159,-677.545900,1,0,62415,0.0500
160,297.161867,2,0,62725,0.0500
161,-1603.962669,0,1,63064,0.0500
162,-1723.313487,0,1,63499,0.0500
163,-2212.061851,0,2,63937,0.0500
164,-647.931929,1,0,64323,0.0500
165,-783.776304,1,0,64639,0.0500
166,-832.022702,1,0,64971,0.0500
167,-452.050656,1,1,65258,0.0500
168,-1404.620653,0,1,65552,0.0500
169,567.319475,3,0,65900,0.0500
170,-1093.778062,0,0,66299,0.0500
171,-456.771002,1,0,66669,0.0500
172,-55.199948,2,0,66991,0.0500
173,-772.961221,1,1,67331,0.0500
174,-1056.312960,0,0,67659,0.0500
175,-259.272532,2,1,68036,0.0500
176,-1461.374514,0,1,68361,0.0500
177,-1795.001569,0,1,68738,0.0500
178,-591.935184,1,0,69050,0.0500
179,-1066.903844,0,0,69392,0.0500
180,-906.077413,0,0,69703,0.0500
181,-754.404810,0,0,70060,0.0500
182,-203.952133,2,1,70384,0.0500
183,1310.731606,4,0,70671,0.0500
184,1181.226801,5,0,71035,0.0500
185,-103.508819,3,0,71337,0.0500
186,-398.084185,3,1,71712,0.0500
187,-1266.881068,0,0,72007,0.0500
188,-1320.265939,1,1,72330,0.0500
189,953.458377,3,0,72620,0.0500
190,-244.046735,1,0,72944,0.0500
191,-849.111023,1,0,73228,0.0500
192,-383.191641,1,0,73528,0.0500
193,-1224.269762,0,0,73918,0.0500
194,-274.844460,2,1,74274,0.0500
195,-696.594156,2,1,74621,0.0500
196,-1012.736226,0,0,74931,0.0500
197,-878.069544,1,0,75242,0.0500
198,-1375.724717,0,0,75597,0.0500
199,-893.335693,0,0,75960,0.0500
200,-1220.640489,0,0,76318,0.0500
201,-1439.393705,0,0,76661,0.0500
202,-1431.287063,0,0,77054,0.0500
203,64.644709,3,1,77330,0.0500
204,-1650.950141,0,1,77689,0.0500
205,-1197.315874,0,0,78001,0.0500
206,-1146.085956,0,0,78284,0.0500
207,-760.066612,0,0,78635,0.0500
208,65.662494,2,0,79044,0.0500
209,-1250.199175,0,0,79405,0.0500
210,-403.612474,2,0,79737,0.0500
211,-1449.121998,0,0,80104,0.0500
212,-1012.387474,0,0,80431,0.0500
213,446.265436,3,0,80755,0.0500
214,-1197.533714,0,0,81154,0.0500
215,-1049.632805,0,0,81532,0.0500
216,-1251.977033,0,0,81902,0.0500
217,-733.931712,1,0,82226,0.0500
218,-1095.113174,0,0,82568,0.0500
219,-1359.662062,0,0,82876,0.0500
220,-1648.336249,0,1,83167,0.0500
221,-1980.569056,0,1,83482,0.0500
222,-193.794189,1,0,83699,0.0500
223,-703.540239,0,0,84013,0.0500
224,-801.435492,1,0,84351,0.0500
225,-194.339346,2,0,84656,0.0500
226,-880.620403,0,0,84969,0.0500
227,460.183965,4,0,85331,0.0500
228,-1535.258278,0,0,85636,0.0500
229,-1008.264203,1,0,86018,0.0500
230,-245.227562,1,0,86299,0.0500
231,-1244.304783,0,1,86585,0.0500
232,-221.639359,2,0,86947,0.0500
233,-1274.282540,0,0,87289,0.0500
234,-1536.196813,0,1,87616,0.0500
235,-390.507193,1,0,87904,0.0500
236,-1139.925336,0,0,88261,0.0500
237,-500.007131,2,0,88670,0.0500
238,-734.448386,1,0,89025,0.0500
239,-444.336366,1,0,89349,0.0500
240,-1257.707195,0,0,89653,0.0500
241,-1081.377884,1,1,89951,0.0500
242,203.128528,2,0,90391,0.0500
243,-924.498961,0,0,90739,0.0500
244,-249.589350,2,0,90998,0.0500
245,-1276.421112,0,0,91271,0.0500
246,-594.979655,1,0,91531,0.0500
247,-86.385797,2,0,91790,0.0500
248,-1079.943100,1,0,92098,0.0500
249,-414.237052,1,0,92431,0.0500
250,-981.863178,0,0,92681,0.0500
251,-1860.769768,0,1,92971,0.0500
252,435.682796,3,0,93274,0.0500
253,-205.344865,2,0,93546,0.0500
254,-42.865003,2,0,93832,0.0500
255,-1674.652501,1,2,94153,0.0500
256,-629.567419,1,0,94514,0.0500
257,-1615.724442,0,1,94835,0.0500
258,113.491525,2,0,95122,0.0500
259,-792.058043,0,0,95440,0.0500
260,-1697.570169,0,0,95790,0.0500
261,-98.894631,2,0,96113,0.0500
262,-837.126690,1,0,96414,0.0500
263,435.669141,2,0,96700,0.0500
264,-346.357137,1,0,97063,0.0500
265,232.140839,2,0,97382,0.0500
266,-1001.588780,0,0,97664,0.0500
267,-1531.117850,0,1,97967,0.0500
268,-871.755380,0,0,98320,0.0500
269,-422.868316,1,0,98670,0.0500
270,-854.064114,0,0,98991,0.0500
271,-801.685836,1,1,99365,0.0500
272,-529.080342,1,0,99775,0.0500
273,-748.940585,1,1,100036,0.0500
274,-1494.236348,0,1,100345,0.0500
275,-934.015832,0,0,100677,0.0500
276,-867.869412,0,0,100994,0.0500
277,-414.558788,2,1,101299,0.0500
278,-515.188765,1,0,101582,0.0500
279,-1102.928274,1,1,101895,0.0500
280,-1579.092418,1,2,102238,0.0500
281,-1229.170193,0,0,102567,0.0500
282,-644.093279,1,0,102842,0.0500
283,-770.597597,1,0,103187,0.0500
284,-1062.437208,0,0,103459,0.0500
285,-895.684429,1,0,103791,0.0500
286,-657.563179,1,0,104189,0.0500
287,121.644760,3,1,104537,0.0500
288,-1132.959042,0,0,104907,0.0500
289,-960.900527,1,0,105222,0.0500
290,-629.417023,1,0,105602,0.0500
291,-650.104932,1,0,105847,0.0500
292,348.658607,2,0,106159,0.0500
293,-657.196831,1,0,106436,0.0500
294,-849.834414,1,0,106767,0.0500
295,-289.772606,1,0,107056,0.0500
296,153.440731,2,0,107387,0.0500
297,-1108.462506,0,0,107700,0.0500
298,1871.287240,5,0,108036,0.0500
299,-454.930728,1,0,108316,0.0500
300,-1507.089916,0,1,108650,0.0500
301,-931.386353,0,0,108904,0.0500
302,1772.632448,6,0,109198,0.0500
303,-1411.392003,0,1,109469,0.0500
304,-623.849790,1,1,109704,0.0500
305,84.973585,2,0,109949,0.0500
306,-970.464589,0,0,110263,0.0500
307,545.931913,2,0,110577,0.0500
308,-345.101212,1,0,110922,0.0500
309,-1239.040649,1,1,111266,0.0500
310,-276.641027,2,0,111586,0.0500
311,-464.991780,1,0,111939,0.0500
312,-414.307722,1,0,112311,0.0500
313,-548.553142,1,0,112627,0.0500
314,-1897.654702,0,1,112900,0.0500
315,1173.136275,4,0,113263,0.0500
316,1676.359674,6,1,113567,0.0500
317,-456.012641,1,0,113829,0.0500
318,-1766.137976,0,1,114162,0.0500
319,-1851.591849,0,1,114497,0.0500
320,-1284.065198,0,0,114807,0.0500
321,-761.660101,1,0,115181,0.0500
322,481.461561,3,0,115512,0.0500
323,-936.979372,0,0,115914,0.0500
324,-1172.111667,0,0,116277,0.0500
325,1375.232236,4,0,116566,0.0500
326,-390.977332,1,0,116827,0.0500
327,348.590230,4,1,117154,0.0500
328,166.274722,3,0,117462,0.0500
329,1324.628586,4,0,117772,0.0500
330,-1600.100027,0,1,118059,0.0500
331,-1325.704340,0,0,118396,0.0500
332,-177.136401,3,1,118773,0.0500
333,197.051842,3,1,119108,0.0500
334,-1731.663982,0,1,119389,0.0500
335,3627.643970,10,0,119667,0.0500
336,314.093805,4,1,119944,0.0500
337,-1525.065187,0,0,120240,0.0500
338,-1495.639042,0,0,120518,0.0500
339,-303.151384,2,0,120800,0.0500
340,92.133499,3,0,121081,0.0500
341,1275.443909,4,0,121365,0.0500
342,-475.243443,1,0,121651,0.0500
343,-1141.752344,0,0,121876,0.0500
344,-934.262537,1,0,122175,0.0500
345,-426.053924,2,1,122518,0.0500
346,-967.136661,1,1,122832,0.0500
347,-853.869447,0,0,123140,0.0500
348,1555.330215,5,0,123493,0.0500
349,-1370.061868,0,0,123759,0.0500
350,-864.899369,0,0,124078,0.0500
351,-331.712903,3,1,124369,0.0500
352,-508.959006,1,0,124660,0.0500
353,-1110.090279,0,0,124927,0.0500
354,-595.450140,1,0,125218,0.0500
355,565.458452,3,0,125504,0.0500
356,-657.770127,1,0,125762,0.0500
357,-846.144210,0,0,126040,0.0500
358,1663.353532,5,0,126360,0.0500
359,-497.176581,1,0,126676,0.0500
360,-537.201753,1,0,126937,0.0500
361,-1204.211377,1,1,127190,0.0500
362,-600.651711,2,1,127460,0.0500
363,-227.558272,1,0,127747,0.0500
364,-1541.803416,0,1,128037,0.0500
365,-222.749298,3,1,128365,0.0500
366,-864.612082,1,0,128710,0.0500
367,-1739.891967,0,1,129015,0.0500
368,-576.978804,1,0,129282,0.0500
369,-624.093778,1,0,129556,0.0500
370,839.137619,5,1,129879,0.0500
371,420.745207,3,0,130231,0.0500
372,-134.064280,2,0,130516,0.0500
373,1328.713020,5,0,130845,0.0500
374,-627.914411,1,0,131121,0.0500
375,-1003.496118,0,0,131410,0.0500
376,-373.206878,1,0,131659,0.0500
377,694.700885,3,0,131917,0.0500
378,-569.661925,2,1,132254,0.0500
379,64.884367,2,0,132564,0.0500
380,-1691.030580,0,1,132896,0.0500
381,-775.187780,1,0,133264,0.0500
382,-1160.407175,1,1,133631,0.0500
383,76.823117,2,0,133972,0.0500
384,686.398711,5,1,134375,0.0500
385,-327.798682,1,0,134650,0.0500
386,-1536.001197,0,1,134966,0.0500
387,-1757.080016,0,1,135226,0.0500
388,-266.193255,2,1,135512,0.0500
389,-948.697123,0,0,135739,0.0500
390,664.096051,3,0,136001,0.0500
391,643.674880,3,0,136228,0.0500
392,-1076.048958,0,0,136511,0.0500
393,-453.301901,1,0,136806,0.0500
394,-543.820349,1,0,137045,0.0500
395,-405.931524,2,0,137341,0.0500
396,287.678029,2,0,137609,0.0500
397,-150.356664,2,0,137844,0.0500
398,-660.214264,1,0,138147,0.0500
399,-892.780589,1,0,138445,0.0500
400,-621.738269,2,1,138801,0.0500
401,2323.190151,6,0,139093,0.0500
402,-1662.874240,1,2,139400,0.0500
403,-1337.401795,1,1,139739,0.0500
404,87.946750,2,0,140004,0.0500
405,-693.833833,0,0,140243,0.0500
406,-818.271684,1,0,140474,0.0500
407,-880.309772,0,0,140707,0.0500
408,1155.330232,4,0,140999,0.0500
409,653.040521,3,0,141306,0.0500
410,-688.211980,1,0,141595,0.0500
411,-1125.156431,0,0,141824,0.0500
412,178.495885,2,0,142059,0.0500
413,1555.837442,5,0,142378,0.0500
414,-1247.653710,0,0,142634,0.0500
415,702.853167,3,0,142976,0.0500
416,-103.485822,2,0,143249,0.0500
417,796.741354,4,0,143534,0.0500
418,-872.918814,1,1,143878,0.0500
419,-626.478674,1,0,144184,0.0500
420,2152.992768,7,1,144527,0.0500
421,-572.033944,1,0,144862,0.0500
422,-584.631766,1,0,145142,0.0500
423,384.413087,3,0,145450,0.0500
424,399.285221,3,0,145750,0.0500
425,-483.130443,1,0,146027,0.0500
426,1606.969219,5,0,146351,0.0500
427,867.344660,4,0,146656,0.0500
428,2866.387024,8,0,147009,0.0500
429,2245.948943,6,0,147382,0.0500
430,-160.929815,2,0,147708,0.0500
431,-896.097192,1,0,147979,0.0500
432,-451.886410,2,0,148289,0.0500
433,-455.466755,1,0,148539,0.0500
434,86.334483,2,0,148813,0.0500
435,284.612847,2,0,149086,0.0500
436,1300.352476,3,0,149133,0.0500
