Match,EpisodeReward,ScoreFor,ScoreAgainst,StepsDone,Epsilon
72,-889.673066,0,1,28543,0.0532
73,-25.403828,1,0,28985,0.0529
74,423.409727,2,0,29356,0.0527
75,-750.131234,0,0,29815,0.0524
76,-47.779999,1,0,30375,0.0522
77,-902.757730,1,2,30754,0.0520
78,389.870910,2,0,31177,0.0519
79,-498.017079,0,0,31642,0.0517
80,-941.681237,0,1,32099,0.0515
81,2072.565478,5,0,32498,0.0514
82,458.131015,2,0,32977,0.0513
83,647.068531,2,0,33418,0.0512
84,-397.481036,0,0,33790,0.0511
85,-359.845893,0,0,34237,0.0510
86,-540.512384,0,0,34633,0.0509
87,-408.053849,1,1,35143,0.0508
88,-556.998068,0,0,35518,0.0508
89,-492.348979,0,0,35889,0.0507
90,-944.584651,0,1,36391,0.0507
91,-555.063386,0,0,36700,0.0506
92,535.752538,2,0,37132,0.0506
93,-620.152338,1,1,37570,0.0505
94,-507.336624,0,0,38002,0.0505
95,455.473625,2,0,38384,0.0504
96,-206.131537,1,0,38834,0.0504
97,770.736880,2,0,39302,0.0504
98,-492.147421,1,1,39711,0.0503
99,-402.529853,0,0,40204,0.0503
100,-712.644569,0,0,40606,0.0503
101,332.667686,1,0,41006,0.0503
102,-335.642701,1,0,41413,0.0502
103,619.517811,2,0,41730,0.0502
104,-669.091866,0,0,42061,0.0502
105,-510.407739,0,0,42411,0.0502
106,-26.960020,2,1,42811,0.0502
107,-516.265544,0,0,43137,0.0502
108,-990.499114,1,2,43583,0.0502
109,-1174.960384,0,1,43967,0.0501
110,987.530396,3,0,44309,0.0501
111,150.510382,1,0,44772,0.0501
112,-438.384343,0,0,45210,0.0501
113,349.128197,2,0,45576,0.0501
114,-144.454026,1,0,45945,0.0501
115,-399.195902,0,0,46371,0.0501
116,-249.599163,1,1,46820,0.0501
117,-442.979928,0,0,47206,0.0501
118,-304.433801,1,1,47546,0.0501
119,351.403297,2,0,47885,0.0501
120,36.318407,1,0,48344,0.0501
121,1354.690596,4,0,48748,0.0501
122,-564.384408,0,0,49183,0.0501
123,-1590.102669,0,2,49544,0.0500
124,635.990216,3,1,49998,0.0500
125,-1043.524583,0,1,50290,0.0500
126,143.814165,1,0,50676,0.0500
127,1015.900546,3,0,51064,0.0500
128,-230.459798,1,0,51326,0.0500
129,223.871779,2,0,51663,0.0500
130,546.177570,2,0,51978,0.0500
131,-206.081463,0,0,52319,0.0500
132,581.395716,2,0,52672,0.0500
133,692.276368,3,0,53008,0.0500
134,-396.652581,1,0,53407,0.0500
135,631.190367,2,0,53771,0.0500
136,210.037561,1,0,54125,0.0500
137,-441.584298,0,0,54469,0.0500
138,-137.719664,0,0,54858,0.0500
139,175.808176,2,1,55231,0.0500
140,71.462319,1,0,55592,0.0500
141,1730.948718,4,0,55978,0.0500
142,-250.346082,1,0,56332,0.0500
143,-213.498115,1,0,56645,0.0500
144,1033.858938,3,0,57045,0.0500
145,-456.412238,0,0,57414,0.0500
146,-648.067440,1,1,57787,0.0500
147,-5.984710,1,0,58172,0.0500
148,949.901939,4,1,58596,0.0500
149,-38.712544,1,0,58920,0.0500
150,-677.048832,1,1,59211,0.0500
151,288.325697,4,2,59594,0.0500
152,27.459357,1,0,59950,0.0500
153,212.933097,1,0,60285,0.0500
154,57.828990,1,0,60626,0.0500
155,-628.396439,0,0,61035,0.0500
156,1842.354495,5,0,61387,0.0500
157,-541.929590,0,0,61718,0.0500
158,-601.176694,1,1,62077,0.0500
159,-178.532583,1,0,62415,0.0500
160,644.033749,2,0,62727,0.0500
161,-694.425338,0,1,63064,0.0500
162,-1057.871322,0,1,63499,0.0500
163,-1456.612243,0,2,63937,0.0500
164,7.945495,1,0,64323,0.0500
165,-146.096964,1,0,64639,0.0500
166,1.826574,1,0,64971,0.0500
167,-464.674591,1,1,65258,0.0500
168,-1252.439295,0,1,65551,0.0500
169,862.590444,3,0,65900,0.0500
170,-544.179136,0,0,66299,0.0500
171,-20.401800,1,0,66668,0.0500
172,261.320043,2,0,66991,0.0500
173,-284.260523,1,1,67331,0.0500
174,-509.527630,0,0,67658,0.0500
175,141.355383,2,1,68035,0.0500
176,-743.250112,0,1,68360,0.0500
177,-1170.775733,0,1,68740,0.0500
178,-194.620873,1,0,69050,0.0500
179,-919.871911,0,0,69392,0.0500
180,-487.393990,0,0,69703,0.0500
181,-520.526916,0,0,70060,0.0500
182,106.602525,2,1,70384,0.0500
183,1562.991239,4,0,70671,0.0500
184,2044.767959,5,0,71035,0.0500
185,1187.442528,3,0,71338,0.0500
186,711.283984,3,1,71712,0.0500
187,-365.426949,0,0,72008,0.0500
188,-397.387875,1,1,72330,0.0500
189,889.510721,3,0,72620,0.0500
190,-179.132503,1,0,72944,0.0500
191,-10.603386,1,0,73228,0.0500
192,61.850256,1,0,73528,0.0500
193,-321.948362,0,0,73918,0.0500
194,229.510134,2,1,74274,0.0500
195,332.948593,2,1,74621,0.0500
196,-423.331785,0,0,74930,0.0500
197,243.947665,1,0,75242,0.0500
198,-448.763324,0,0,75597,0.0500
199,-373.842537,0,0,75959,0.0500
200,-299.534383,0,0,76318,0.0500
201,-714.057954,0,0,76661,0.0500
202,-564.423258,0,0,77054,0.0500
203,569.390017,3,1,77330,0.0500
204,-1030.241399,0,1,77689,0.0500
205,-699.366491,0,0,78001,0.0500
206,-353.247708,0,0,78284,0.0500
207,-205.478940,0,0,78635,0.0500
208,762.551634,2,0,79045,0.0500
209,-553.995276,0,0,79405,0.0500
210,348.317956,2,0,79736,0.0500
211,-301.990948,0,0,80104,0.0500
212,-295.845666,0,0,80431,0.0500
213,1168.825626,3,0,80755,0.0500
214,-510.648200,0,0,81155,0.0500
215,-130.860392,0,0,81532,0.0500
216,-376.909270,0,0,81901,0.0500
217,-108.263039,1,0,82226,0.0500
218,-518.257248,0,0,82568,0.0500
219,-830.441733,0,0,82876,0.0500
220,-1134.570895,0,1,83167,0.0500
221,-1039.110555,0,1,83483,0.0500
222,81.395159,1,0,83699,0.0500
223,-416.890695,0,0,84013,0.0500
224,-24.982416,1,0,84351,0.0500
225,670.010639,2,0,84657,0.0500
226,-212.156446,0,0,84969,0.0500
227,1704.493354,4,0,85331,0.0500
228,-576.227000,0,0,85636,0.0500
229,190.059456,1,0,86018,0.0500
230,2.987046,1,0,86299,0.0500
231,-850.529866,0,1,86584,0.0500
232,440.085353,2,0,86947,0.0500
233,-418.644279,0,0,87289,0.0500
234,-1115.575652,0,1,87615,0.0500
235,-295.514684,1,0,87904,0.0500
236,-298.996243,0,0,88261,0.0500
237,787.785976,2,0,88670,0.0500
238,-11.738456,1,0,89025,0.0500
239,254.074539,1,0,89350,0.0500
240,-619.056126,0,0,89653,0.0500
241,-507.872214,1,1,89951,0.0500
242,750.003194,2,0,90391,0.0500
243,-530.901808,0,0,90739,0.0500
244,266.285876,2,0,90998,0.0500
245,-482.698428,0,0,91271,0.0500
246,98.624469,1,0,91531,0.0500
247,502.059287,2,0,91790,0.0500
248,-111.598882,1,0,92098,0.0500
249,101.410995,1,0,92431,0.0500
250,-523.465199,0,0,92682,0.0500
251,-965.651587,0,1,92970,0.0500
252,987.925563,3,0,93274,0.0500
253,654.265705,2,0,93546,0.0500
254,585.552762,2,0,93831,0.0500
255,-941.116721,1,2,94153,0.0500
256,82.834614,1,0,94514,0.0500
257,-843.480732,0,1,94835,0.0500
258,598.257735,2,0,95122,0.0500
259,-681.389508,0,0,95440,0.0500
260,-563.093962,0,0,95790,0.0500
261,646.015004,2,0,96113,0.0500
262,-323.127355,1,0,96414,0.0500
263,487.494977,2,0,96700,0.0500
264,69.392717,1,0,97063,0.0500
265,773.965577,2,0,97382,0.0500
266,-605.913163,0,0,97664,0.0500
267,-954.271137,0,1,97968,0.0500
268,-566.862833,0,0,98321,0.0500
269,-267.495137,1,0,98670,0.0500
270,-660.303317,0,0,98991,0.0500
271,-371.731963,1,1,99365,0.0500
272,9.407028,1,0,99775,0.0500
273,-374.871225,1,1,100036,0.0500
274,-1240.034008,0,1,100345,0.0500
275,-737.450286,0,0,100677,0.0500
276,-270.260976,0,0,100994,0.0500
277,199.071140,2,1,101299,0.0500
278,168.552064,1,0,101582,0.0500
279,-673.986117,1,1,101895,0.0500
280,-786.590234,1,2,102238,0.0500
281,-735.405604,0,0,102566,0.0500
282,-49.846850,1,0,102843,0.0500
283,10.183956,1,0,103188,0.0500
284,-380.564864,0,0,103459,0.0500
285,175.519383,1,0,103794,0.0500
286,131.341004,1,0,104189,0.0500
287,847.907241,3,1,104537,0.0500
288,-269.106369,0,0,104908,0.0500
289,-175.817101,1,0,105222,0.0500
290,247.322671,1,0,105602,0.0500
291,-7.699164,1,0,105847,0.0500
292,354.583529,2,0,106160,0.0500
293,169.973967,1,0,106436,0.0500
294,-97.128964,1,0,106767,0.0500
295,86.960319,1,0,107056,0.0500
296,588.018420,2,0,107387,0.0500
297,-346.818788,0,0,107699,0.0500
298,2097.903827,5,0,108036,0.0500
299,-87.406041,1,0,108316,0.0500
300,-944.986365,0,1,108650,0.0500
301,-569.055433,0,0,108904,0.0500
302,2446.967109,6,0,109198,0.0500
303,-851.391946,0,1,109469,0.0500
304,-472.237906,1,1,109704,0.0500
305,500.870424,2,0,109949,0.0500
306,-278.287558,0,0,110263,0.0500
307,198.241935,2,0,110577,0.0500
308,15.468214,1,0,110922,0.0500
309,-292.195715,1,1,111266,0.0500
310,793.182365,2,0,111586,0.0500
311,243.157332,1,0,111939,0.0500
312,157.543955,1,0,112311,0.0500
313,136.071847,1,0,112627,0.0500
314,-1399.157489,0,1,112900,0.0500
315,1619.975896,4,0,113263,0.0500
316,2364.611050,6,1,113567,0.0500
317,144.402120,1,0,113829,0.0500
318,-848.507702,0,1,114162,0.0500
319,-981.836131,0,1,114497,0.0500
320,-746.389132,0,0,114808,0.0500
321,-276.272923,1,0,115181,0.0500
322,782.431132,3,0,115512,0.0500
323,-435.638620,0,0,115914,0.0500
324,-232.179426,0,0,116277,0.0500
325,1666.931100,4,0,116566,0.0500
326,95.214656,1,0,116827,0.0500
327,1152.961353,4,1,117154,0.0500
328,1021.771740,3,0,117462,0.0500
329,1697.251394,4,0,117773,0.0500
330,-777.415291,0,1,118060,0.0500
331,-392.858191,0,0,118396,0.0500
332,592.842342,3,1,118773,0.0500
333,589.532178,3,1,119108,0.0500
334,-692.270699,0,1,119390,0.0500
335,4327.720133,10,0,119668,0.0500
336,917.398151,4,1,119944,0.0500
337,-588.422549,0,0,120240,0.0500
338,-498.977435,0,0,120518,0.0500
339,565.580651,2,0,120800,0.0500
340,624.012799,3,0,121081,0.0500
341,1570.509444,4,0,121365,0.0500
342,264.505411,1,0,121651,0.0500
343,-340.910778,0,0,121876,0.0500
344,11.978458,1,0,122175,0.0500
345,6.177675,2,1,122518,0.0500
346,-408.219819,1,1,122834,0.0500
347,-546.476765,0,0,123140,0.0500
348,2080.614632,5,0,123494,0.0500
349,-709.903675,0,0,123759,0.0500
350,-489.904505,0,0,124078,0.0500
351,252.930789,3,1,124369,0.0500
352,-62.561599,1,0,124660,0.0500
353,-176.352070,0,0,124927,0.0500
354,31.829553,1,0,125217,0.0500
355,1220.159008,3,0,125504,0.0500
356,-179.855438,1,0,125762,0.0500
357,-566.258413,0,0,126040,0.0500
358,1867.461411,5,0,126360,0.0500
359,216.612343,1,0,126675,0.0500
360,313.547223,1,0,126937,0.0500
361,-669.857869,1,1,127190,0.0500
362,154.053837,2,1,127459,0.0500
363,240.109236,1,0,127747,0.0500
364,-676.912845,0,1,128037,0.0500
365,754.640875,3,1,128366,0.0500
366,-90.156695,1,0,128710,0.0500
367,-904.407232,0,1,129015,0.0500
368,135.084130,1,0,129282,0.0500
369,-72.842519,1,0,129556,0.0500
370,1643.160865,5,1,129879,0.0500
371,1096.609080,3,0,130231,0.0500
372,343.437265,2,0,130516,0.0500
373,2196.239691,5,0,130845,0.0500
374,251.733154,1,0,131121,0.0500
375,-181.068258,0,0,131410,0.0500
376,-116.403604,1,0,131659,0.0500
377,951.841210,3,0,131917,0.0500
378,-148.807889,2,1,132253,0.0500
379,367.375794,2,0,132564,0.0500
380,-774.642180,0,1,132895,0.0500
381,-107.498562,1,0,133265,0.0500
382,-265.426902,1,1,133631,0.0500
383,856.376222,2,0,133972,0.0500
384,1439.599669,5,1,134375,0.0500
385,127.312281,1,0,134651,0.0500
386,-1161.727507,0,1,134965,0.0500
387,-1262.759860,0,1,135225,0.0500
388,-124.077118,2,1,135511,0.0500
389,-586.158169,0,0,135739,0.0500
390,820.202463,3,0,136000,0.0500
391,1100.188857,3,0,136227,0.0500
392,-361.936153,0,0,136511,0.0500
393,-119.383016,1,0,136805,0.0500
394,-493.754390,1,0,137045,0.0500
395,72.953942,2,0,137342,0.0500
396,440.175297,2,0,137608,0.0500
397,223.293329,2,0,137844,0.0500
398,-479.238196,1,0,138147,0.0500
399,-121.401039,1,0,138445,0.0500
400,131.328864,2,1,138802,0.0500
401,2469.347590,6,0,139093,0.0500
402,-787.153183,1,2,139401,0.0500
403,-561.755186,1,1,139739,0.0500
404,179.364065,2,0,140004,0.0500
405,-462.963189,0,0,140245,0.0500
406,8.573104,1,0,140475,0.0500
407,-564.433414,0,0,140707,0.0500
408,1355.400809,4,0,140999,0.0500
409,1274.246469,3,0,141305,0.0500
410,-37.316502,1,0,141596,0.0500
411,-748.010002,0,0,141824,0.0500
412,327.225895,2,0,142059,0.0500
413,2239.524073,5,0,142378,0.0500
414,-940.089769,0,0,142634,0.0500
415,1172.172246,3,0,142976,0.0500
416,619.029286,2,0,143248,0.0500
417,1812.227637,4,0,143534,0.0500
418,-548.097718,1,1,143878,0.0500
419,27.860154,1,0,144184,0.0500
420,2670.554212,7,1,144527,0.0500
421,356.614102,1,0,144862,0.0500
422,356.069558,1,0,145142,0.0500
423,1063.484578,3,0,145450,0.0500
424,768.728875,3,0,145750,0.0500
425,-282.803165,1,0,146027,0.0500
426,1985.777473,5,0,146350,0.0500
427,1522.389724,4,0,146656,0.0500
428,3654.224852,8,0,147009,0.0500
429,2810.197031,6,0,147382,0.0500
430,322.698331,2,0,147709,0.0500
431,-475.501008,1,0,147979,0.0500
432,553.185130,2,0,148289,0.0500
433,-108.133715,1,0,148539,0.0500
434,506.591785,2,0,148813,0.0500
435,578.490740,2,0,149086,0.0500
436,1485.603089,3,0,149133,0.0500
