Match,EpisodeReward,ScoreFor,ScoreAgainst,StepsDone,Epsilon
126,387.574161,1,0,50676,0.0500
127,1109.294276,3,0,51064,0.0500
128,-51.203620,1,0,51325,0.0500
129,712.921708,2,0,51663,0.0500
130,801.654239,2,0,51979,0.0500
131,-223.516414,0,0,52320,0.0500
132,777.815999,2,0,52673,0.0500
133,925.092834,3,0,53009,0.0500
134,287.132735,1,0,53407,0.0500
135,654.277796,2,0,53772,0.0500
136,299.846763,1,0,54125,0.0500
137,-383.462498,0,0,54469,0.0500
138,-180.974259,0,0,54858,0.0500
139,-251.052385,2,1,55231,0.0500
140,189.695717,1,0,55592,0.0500
141,1825.744529,4,0,55979,0.0500
142,-161.885449,1,0,56332,0.0500
143,297.719373,1,0,56645,0.0500
144,1213.581035,3,0,57044,0.0500
145,-182.958774,0,0,57414,0.0500
146,-519.847827,1,1,57787,0.0500
147,99.965714,1,0,58172,0.0500
148,1058.127427,4,1,58596,0.0500
149,178.422916,1,0,58920,0.0500
150,-287.442446,1,1,59211,0.0500
151,714.829233,4,2,59594,0.0500
152,311.107313,1,0,59951,0.0500
153,128.926904,1,0,60285,0.0500
154,-47.706679,1,0,60626,0.0500
155,-278.063990,0,0,61035,0.0500
156,2333.927863,5,0,61387,0.0500
157,-154.992403,0,0,61719,0.0500
158,-160.890096,1,1,62076,0.0500
159,171.896213,1,0,62415,0.0500
160,886.595842,2,0,62727,0.0500
161,-800.064811,0,1,63064,0.0500
162,-575.124348,0,1,63499,0.0500
163,-1317.135434,0,2,63937,0.0500
164,316.081336,1,0,64323,0.0500
165,59.584070,1,0,64639,0.0500
166,403.084055,1,0,64971,0.0500
167,-191.467979,1,1,65259,0.0500
168,-1280.060665,0,1,65552,0.0500
169,1100.015292,3,0,65900,0.0500
170,-109.565173,0,0,66299,0.0500
171,254.347494,1,0,66668,0.0500
172,785.814910,2,0,66991,0.0500
173,-168.002447,1,1,67331,0.0500
174,-643.345967,0,0,67658,0.0500
175,193.640115,2,1,68036,0.0500
176,-737.846983,0,1,68361,0.0500
177,-697.062388,0,1,68740,0.0500
178,6.889152,1,0,69050,0.0500
179,-600.394336,0,0,69392,0.0500
180,-157.864625,0,0,69703,0.0500
181,-198.499908,0,0,70057,0.0500
182,-5.753595,2,1,70384,0.0500
183,1705.969018,4,0,70671,0.0500
184,2328.121567,5,0,71035,0.0500
185,835.264627,3,0,71337,0.0500
186,556.346105,3,1,71713,0.0500
187,-484.720080,0,0,72007,0.0500
188,-254.548472,1,1,72330,0.0500
189,1267.723462,3,0,72620,0.0500
190,86.717568,1,0,72944,0.0500
191,-182.726161,1,0,73228,0.0500
192,300.531616,1,0,73528,0.0500
193,-225.513803,0,0,73918,0.0500
194,388.963134,2,1,74274,0.0500
195,372.874452,2,1,74622,0.0500
196,-104.050371,0,0,74930,0.0500
197,89.851222,1,0,75242,0.0500
198,-435.626838,0,0,75597,0.0500
199,-264.822867,0,0,75959,0.0500
200,-132.029871,0,0,76318,0.0500
201,-141.488195,0,0,76661,0.0500
202,-355.981824,0,0,77054,0.0500
203,752.774938,3,1,77329,0.0500
204,-742.524705,0,1,77690,0.0500
205,-324.882424,0,0,78001,0.0500
206,-138.287808,0,0,78285,0.0500
207,-516.381993,0,0,78635,0.0500
208,731.428575,2,0,79044,0.0500
209,-216.134243,0,0,79403,0.0500
210,678.389646,2,0,79736,0.0500
211,-109.392021,0,0,80105,0.0500
212,-164.076072,0,0,80431,0.0500
213,1313.837657,3,0,80755,0.0500
214,-149.882800,0,0,81154,0.0500
215,-303.124610,0,0,81532,0.0500
216,41.023982,0,0,81901,0.0500
217,199.223031,1,0,82226,0.0500
218,-213.386276,0,0,82567,0.0500
219,-383.488888,0,0,82876,0.0500
220,-1154.498541,0,1,83167,0.0500
221,-650.378942,0,1,83483,0.0500
222,202.478541,1,0,83699,0.0500
223,-313.736418,0,0,84013,0.0500
224,353.043528,1,0,84352,0.0500
225,748.199514,2,0,84657,0.0500
226,-239.209559,0,0,84969,0.0500
227,1917.967159,4,0,85331,0.0500
228,-554.435024,0,0,85636,0.0500
229,-72.392803,1,0,86018,0.0500
230,493.565202,1,0,86299,0.0500
231,-802.007918,0,1,86584,0.0500
232,764.934349,2,0,86947,0.0500
233,-231.481570,0,0,87289,0.0500
234,-902.575490,0,1,87615,0.0500
235,278.638138,1,0,87905,0.0500
236,-363.082223,0,0,88261,0.0500
237,763.331398,2,0,88670,0.0500
238,284.716564,1,0,89025,0.0500
239,243.801349,1,0,89349,0.0500
240,-425.061124,0,0,89653,0.0500
241,-577.712432,1,1,89951,0.0500
242,802.711351,2,0,90391,0.0500
243,-87.733105,0,0,90739,0.0500
244,681.729822,2,0,90999,0.0500
245,-857.653583,0,0,91271,0.0500
246,273.357232,1,0,91530,0.0500
247,350.869599,2,0,91790,0.0500
248,-56.407067,1,0,92098,0.0500
249,-93.441134,1,0,92431,0.0500
250,-237.722552,0,0,92682,0.0500
251,-738.329257,0,1,92970,0.0500
252,1190.080035,3,0,93275,0.0500
253,382.946192,2,0,93546,0.0500
254,545.910372,2,0,93831,0.0500
255,-1171.596521,1,2,94153,0.0500
256,-41.043555,1,0,94514,0.0500
257,-652.601318,0,1,94835,0.0500
258,299.091489,2,0,95122,0.0500
259,-211.657148,0,0,95440,0.0500
260,-1210.611490,0,0,95790,0.0500
261,854.202955,2,0,96113,0.0500
262,109.442938,1,0,96414,0.0500
263,766.413838,2,0,96700,0.0500
264,389.099417,1,0,97063,0.0500
265,724.731091,2,0,97380,0.0500
266,-307.407160,0,0,97665,0.0500
267,-747.549253,0,1,97968,0.0500
268,-412.821111,0,0,98320,0.0500
269,169.004039,1,0,98671,0.0500
270,-548.254044,0,0,98992,0.0500
271,-149.072259,1,1,99365,0.0500
272,337.036664,1,0,99775,0.0500
273,-276.123422,1,1,100036,0.0500
274,-914.294908,0,1,100345,0.0500
275,-110.316329,0,0,100676,0.0500
276,-178.597664,0,0,100994,0.0500
277,281.732106,2,1,101300,0.0500
278,287.772510,1,0,101582,0.0500
279,-485.383076,1,1,101895,0.0500
280,-963.976011,1,2,102238,0.0500
281,-237.240655,0,0,102566,0.0500
282,-169.690421,1,0,102842,0.0500
283,31.427857,1,0,103187,0.0500
284,-348.046819,0,0,103459,0.0500
285,197.466272,1,0,103794,0.0500
286,340.929833,1,0,104189,0.0500
287,602.121301,3,1,104537,0.0500
288,-180.411269,0,0,104907,0.0500
289,329.049916,1,0,105222,0.0500
290,428.501383,1,0,105602,0.0500
291,52.837477,1,0,105847,0.0500
292,644.177887,2,0,106159,0.0500
293,425.710026,1,0,106436,0.0500
294,266.959956,1,0,106767,0.0500
295,211.988686,1,0,107056,0.0500
296,790.126682,2,0,107387,0.0500
297,-465.778940,0,0,107699,0.0500
298,2101.484713,5,0,108036,0.0500
299,242.410068,1,0,108317,0.0500
300,-811.156014,0,1,108650,0.0500
301,-183.917497,0,0,108904,0.0500
302,2850.139505,6,0,109198,0.0500
303,-751.071611,0,1,109469,0.0500
304,-212.450818,1,1,109705,0.0500
305,871.723450,2,0,109949,0.0500
306,-363.982290,0,0,110264,0.0500
307,952.266683,2,0,110576,0.0500
308,217.546113,1,0,110922,0.0500
309,-343.500617,1,1,111266,0.0500
310,797.315593,2,0,111586,0.0500
311,364.664759,1,0,111939,0.0500
312,262.298021,1,0,112311,0.0500
313,-20.141652,1,0,112627,0.0500
314,-737.059695,0,1,112900,0.0500
315,1570.081901,4,0,113263,0.0500
316,2357.152640,6,1,113567,0.0500
317,240.263500,1,0,113829,0.0500
318,-704.572525,0,1,114162,0.0500
319,-770.737790,0,1,114497,0.0500
320,-446.802104,0,0,114807,0.0500
321,258.907894,1,0,115181,0.0500
322,1319.847606,3,0,115512,0.0500
323,-395.976246,0,0,115914,0.0500
324,-339.014653,0,0,116277,0.0500
325,1793.469650,4,0,116566,0.0500
326,262.946191,1,0,116827,0.0500
327,1286.516551,4,1,117154,0.0500
328,1032.907725,3,0,117462,0.0500
329,1750.735088,4,0,117772,0.0500
330,-579.375848,0,1,118060,0.0500
331,-205.436544,0,0,118396,0.0500
332,861.588691,3,1,118773,0.0500
333,845.433205,3,1,119108,0.0500
334,-577.199979,0,1,119389,0.0500
335,4571.436667,10,0,119668,0.0500
336,1044.487302,4,1,119944,0.0500
337,-638.424447,0,0,120241,0.0500
338,-642.406974,0,0,120518,0.0500
339,301.861233,2,0,120800,0.0500
340,1091.763828,3,0,121081,0.0500
341,1758.240629,4,0,121365,0.0500
342,295.895942,1,0,121651,0.0500
343,-167.698939,0,0,121876,0.0500
344,207.397150,1,0,122175,0.0500
345,328.003861,2,1,122518,0.0500
346,-121.351765,1,1,122833,0.0500
347,-279.323880,0,0,123140,0.0500
348,2363.277557,5,0,123494,0.0500
349,-255.520904,0,0,123759,0.0500
350,-164.743193,0,0,124079,0.0500
351,765.298501,3,1,124369,0.0500
352,254.685928,1,0,124660,0.0500
353,-128.539285,0,0,124927,0.0500
354,176.312996,1,0,125216,0.0500
355,1050.769675,3,0,125504,0.0500
356,386.702629,1,0,125762,0.0500
357,-141.889923,0,0,126040,0.0500
358,2410.518313,5,0,126360,0.0500
359,213.685133,1,0,126676,0.0500
360,211.182008,1,0,126937,0.0500
361,-319.892399,1,1,127190,0.0500
362,294.124823,2,1,127459,0.0500
363,298.018861,1,0,127747,0.0500
364,-986.098069,0,1,128037,0.0500
365,822.115046,3,1,128365,0.0500
366,310.707640,1,0,128711,0.0500
367,-619.215037,0,1,129015,0.0500
368,175.836281,1,0,129282,0.0500
369,391.835901,1,0,129556,0.0500
370,1747.475836,5,1,129879,0.0500
371,1301.132008,3,0,130231,0.0500
372,703.222977,2,0,130516,0.0500
373,2335.439604,5,0,130845,0.0500
374,37.037357,1,0,131120,0.0500
375,-439.343465,0,0,131410,0.0500
376,-81.016223,1,0,131659,0.0500
377,1057.546697,3,0,131917,0.0500
378,-201.564952,2,1,132254,0.0500
379,464.821634,2,0,132564,0.0500
380,-883.403368,0,1,132896,0.0500
381,253.053643,1,0,133264,0.0500
382,-190.471506,1,1,133631,0.0500
383,852.603008,2,0,133972,0.0500
384,1488.129244,5,1,134375,0.0500
385,246.992404,1,0,134651,0.0500
386,-657.375076,0,1,134967,0.0500
387,-591.891989,0,1,135225,0.0500
388,337.556497,2,1,135511,0.0500
389,-382.426163,0,0,135740,0.0500
390,1178.855055,3,0,136000,0.0500
391,1321.348216,3,0,136227,0.0500
392,-30.139958,0,0,136511,0.0500
393,-61.422441,1,0,136805,0.0500
394,-83.122312,1,0,137045,0.0500
395,578.604519,2,0,137341,0.0500
396,630.883585,2,0,137608,0.0500
397,585.195204,2,0,137844,0.0500
398,250.164073,1,0,138147,0.0500
399,130.393364,1,0,138445,0.0500
400,106.200157,2,1,138801,0.0500
401,2528.494366,6,0,139093,0.0500
402,-692.462570,1,2,139400,0.0500
403,-157.589509,1,1,139739,0.0500
404,804.753539,2,0,140004,0.0500
405,-430.112236,0,0,140244,0.0500
406,-143.931448,1,0,140475,0.0500
407,-523.123224,0,0,140707,0.0500
408,1388.218000,4,0,140999,0.0500
409,1324.384426,3,0,141306,0.0500
410,122.600132,1,0,141596,0.0500
411,-250.485724,0,0,141824,0.0500
412,629.383127,2,0,142059,0.0500
413,2412.299992,5,0,142378,0.0500
414,-317.740458,0,0,142633,0.0500
415,1208.948389,3,0,142976,0.0500
416,613.835453,2,0,143248,0.0500
417,1749.150368,4,0,143534,0.0500
418,-445.531323,1,1,143877,0.0500
419,-144.546395,1,0,144184,0.0500
420,2929.048135,7,1,144527,0.0500
421,184.174439,1,0,144862,0.0500
422,227.008769,1,0,145142,0.0500
423,1316.106378,3,0,145450,0.0500
424,1178.465102,3,0,145750,0.0500
425,315.581819,1,0,146027,0.0500
426,2301.110972,5,0,146350,0.0500
427,1955.786787,4,0,146656,0.0500
428,3606.689452,8,0,147010,0.0500
429,2868.375076,6,0,147382,0.0500
430,602.008323,2,0,147709,0.0500
431,121.853241,1,0,147979,0.0500
432,654.696021,2,0,148289,0.0500
433,300.237833,1,0,148539,0.0500
434,919.937994,2,0,148813,0.0500
435,935.616246,2,0,149087,0.0500
436,1472.784730,3,0,149133,0.0500
